id,product title,brand,model,operating system,combo
a2580,msi gt72vr dominator pro-448 17.3 120hz 5ms display powerful gaming laptop core i7-7700hq gtx 1070 16gb 256gb ssd + 1tb vr ready,msi,gt72vr dominator pro-448,windows 10,msi gt72vr dominator pro-448 17.3 120hz 5ms display powerful gaming laptop core i7-7700hq gtx 1070 16gb 256gb ssd + 1tb vr ready dominator pro-448 windows
a2581,2018 msi flagship stealth pro-230 15.6” ultrathin gaming laptopintel core i7-7700hq up to 3.8 ghz 16gb ddr4 2400 mhz 256gb nvme ssd + 2tb vr ready 5400 rpmnvidia's gtx 1060 6g gddr5 wins10,msi flagship,,windows 10,2018 msi flagship stealth pro-230 15.6” ultrathin gaming laptopintel core i7-7700hq up to 3.8 ghz 16gb ddr4 2400 mhz 256gb nvme ssd + 2tb vr ready 5400 rpmnvidia's gtx 1060 6g gddr5 wins10 windows
a2582,jumper ezpad 6 pro 2 in 1 tablet 11.6 intel quad core processor ips 1080p 6gb 64gb tablets pc (with keyboard silver),jumper,6 pro,,jumper ezpad 6 pro 2 in 1 tablet 11.6 intel quad core processor ips 1080p 6gb 64gb tablets pc (with keyboard silver) 
a2583,asus vivobook pro 15 n580vd-ds76t (i7-7700hq 32gb ram 256gb sata ssd + 1tb hdd nvidia gtx 1050 4gb 15.6 4k uhd windows 10) touchscreen laptop,excaliberpc,n580vd-ds76t,microsoft windows 10,asus vivobook pro 15 n580vd-ds76t (i7-7700hq 32gb ram 256gb sata ssd + 1tb hdd nvidia gtx 1050 4gb 15.6 4k uhd windows 10) touchscreen laptop excaliberpc microsoft
a2584,apple macbook pro 15 z0ub0002c with touch bar: 2.8ghz quad-core intel core i7 16gb ram 512gb radeon pro 555 - space gray (mid 2017),apple,z0ub0002c,mac os x,apple macbook pro 15 z0ub0002c with touch bar: 2.8ghz quad-core intel core i7 16gb ram 512gb radeon pro 555 - space gray (mid 2017) os x
a2585,hp pavilion 17.3 laptop computer amd quad-core a10-9600p up to 3.3ghz 4gb ddr3 ram 500bb hdd dvdrw usb 3.0 hdmi bluetooth hd webcam wifi rj-45 windows 10 home,hp,7.18e+11,windows 10,hp pavilion 17.3 laptop computer amd quad-core a10-9600p up to 3.3ghz 4gb ddr3 ram 500bb hdd dvdrw usb 3.0 hdmi bluetooth hd webcam wifi rj-45 windows 10 home 7.18e+11
a2586,dell xps 12 xpsu12-5327crbfb 12.5-inch convertible 2 in 1 touchscreen ultrabook (carbon fiber) [discontinued by manufacturer],dell,xpsu12-5327crbfb,windows 8,dell xps 12 xpsu12-5327crbfb 12.5-inch convertible 2 in 1 touchscreen ultrabook (carbon fiber) [discontinued by manufacturer] windows 8
a2587,chromebook 3380 13.3in non tch,,vnpvr,unknown,chromebook 3380 13.3in non tch vnpvr unknown
a2588,acer chromebook 15 cb5-571-c4t3 (15.6-inch hd 2gb ram 16gb ssd),acer,cb5-571-c4t3,chrome,acer chromebook 15 cb5-571-c4t3 (15.6-inch hd 2gb ram 16gb ssd) 
a2589,lenovo ideapad flagship high performance 17.3 inch hd+ laptop pc | intel core i5-7200u | 8gb ram | 1tb hdd | dvd +/-rw | dolby audio | windows 10,lenovo,,windows 10,lenovo ideapad flagship high performance 17.3 inch hd+ laptop pc | intel core i5-7200u | 8gb ram | 1tb hdd | dvd +/-rw | dolby audio | windows 10 
a2590,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel xeon e3-1505m 64gb ram 2tb ssd 15.6 4k uhd ips (3840x2160) display nvidia quadro m2000m pantone color sensor,lenovo,thinkpad p50,windows 10 pro,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel xeon e3-1505m 64gb ram 2tb ssd 15.6 4k uhd ips (3840x2160) display nvidia quadro m2000m pantone color sensor thinkpad
a2591,acer predator helios 300 17.3 full hd gaming laptop - 7th gen intel core i7-7700hq processor up to 3.80ghz 32gb memory 1tb ssd + 2tb hdd 6gb nvidia geforce gtx 1060 graphics windows 10,acer,acer predator helios 300,windows 10 home,acer predator helios 300 17.3 full hd gaming laptop - 7th gen intel core i7-7700hq processor up to 3.80ghz 32gb memory 1tb ssd + 2tb hdd 6gb nvidia geforce gtx 1060 graphics windows 10 home
a2592,hp touchsmart 15-f010dx 15.6 touch screen laptop - intel core i3 / 4gb memory / 500gb hard drive / dvd±rw/cd-rw / webcam / windows 8.1 64-bit,hp,15-f010dx,windows 8;,hp touchsmart 15-f010dx 15.6 touch screen laptop - intel core i3 / 4gb memory / 500gb hard drive / dvd±rw/cd-rw / webcam / windows 8.1 64-bit 8;
a2593,lenovo thinkpad yoga 260 2-in-1 12.5 touchscreen laptop - intel dual-core i5-6200u up to 2.8 ghz 8gb ddr4 128gb ssd win 10 pro silver,lenovo,yoga 260,windows 10 pro,lenovo thinkpad yoga 260 2-in-1 12.5 touchscreen laptop - intel dual-core i5-6200u up to 2.8 ghz 8gb ddr4 128gb ssd win 10 pro silver yoga windows pro
a2594,aspire 3 a315-51-31rd 15.6-inch i3-7100u 8gb 1tb windows 10,acer,nx.gnpaa.003,unknown,aspire 3 a315-51-31rd 15.6-inch i3-7100u 8gb 1tb windows 10 acer nx.gnpaa.003 unknown
a2595,dell d630 core 2 duo @ 2.0ghz laptop notebook 4gb. 120gb. dvd±rw bluetooth wifi,dell,d630,windows 7;,dell d630 core 2 duo @ 2.0ghz laptop notebook 4gb. 120gb. dvd±rw bluetooth wifi windows 7;
a2596,dell inspiron 3000 series 15.6 non-touch notebook (red) intel core i3-4005u 4gb memory 500 gb hard drive with windows 10,dell,i3542-5666red,windows 10 home (64-bit),dell inspiron 3000 series 15.6 non-touch notebook (red) intel core i3-4005u 4gb memory 500 gb hard drive with windows 10 i3542-5666red home (64-bit)
a2597,dell latitude e5470 14” laptop - 0kr4w (14” hd display i5-6300u 2.40ghz 8gb ddr4 ram 128gb ssd bluetooth windows 7/10 64),dell,0kr4w,windows 10 pro,dell latitude e5470 14” laptop - 0kr4w (14” hd display i5-6300u 2.40ghz 8gb ddr4 ram 128gb ssd bluetooth windows 7/10 64) pro
a2598,2017 dell inspiron 13.3 fhd ips touchscreen convertible laptop 7th generation intel core i5 8gb ram 256gb ssd maxxaudiobacklit keyboardwindows 10 (8gb+256gb ssd),upgradepro,,windows 10,2017 dell inspiron 13.3 fhd ips touchscreen convertible laptop 7th generation intel core i5 8gb ram 256gb ssd maxxaudiobacklit keyboardwindows 10 (8gb+256gb ssd) upgradepro
a2599,dell xps 13ult-7144slv 13.3-inch touchscreen laptop,dell,xps13ult-7144slv,windows 8,dell xps 13ult-7144slv 13.3-inch touchscreen laptop xps13ult-7144slv windows 8
a2600,2018 hp flagship convertible 2in1 15.6 inch touchscreen fhd ips laptop (1920 x 1080) intel core i7-8550u (up to 4ghz) 1tb hard drive 8gb ddr4 sdram 2gb radeon 530 dedicated win 10 2 year warraty,hp laptop flagship,,windows 10,2018 hp flagship convertible 2in1 15.6 inch touchscreen fhd ips laptop (1920 x 1080) intel core i7-8550u (up to 4ghz) 1tb hard drive 8gb ddr4 sdram 2gb radeon 530 dedicated win 10 2 year warraty windows
a2601,2016 lenovo 15.6-inch premium high performance laptop intel core i7-6500u (2.50 ghz) 8gb ddr3l 1tb hdd dvd rw drive hdmi vga wifi bluetooth webcam windows 10 64bit,lenovo,ideal pad,windows 10,2016 lenovo 15.6-inch premium high performance laptop intel core i7-6500u (2.50 ghz) 8gb ddr3l 1tb hdd dvd rw drive hdmi vga wifi bluetooth webcam windows 10 64bit ideal pad
a2602,dell inspiron i3452-600blk 14-inch laptop (intel celeron n3050 processor 2gb memory 32gb emmc flash memory windows 10),dell,i3452-600blk,other,dell inspiron i3452-600blk 14-inch laptop (intel celeron n3050 processor 2gb memory 32gb emmc flash memory windows 10) other
a2603,thinkpad e570 core i7-75000u w10p64en 8.0gb 1x500gb sata 15.6 fhd ips 1920x,lenovo,20h50043us,unknown,thinkpad e570 core i7-75000u w10p64en 8.0gb 1x500gb sata 15.6 fhd ips 1920x lenovo 20h50043us unknown
a2604,dell inspiron 17 5000 series 5767 17.3 full hd laptop - 7th gen. intel core i7-7500u processor up to 3.50 ghz 32gb memory 1tb ssd 4gb amd radeon r7 m445 graphics windows 10 pro,dell,dell inspiron i5767,windows 10 professional,dell inspiron 17 5000 series 5767 17.3 full hd laptop - 7th gen. intel core i7-7500u processor up to 3.50 ghz 32gb memory 1tb ssd 4gb amd radeon r7 m445 graphics windows 10 pro i5767 professional
a2605,2018 premium newest hp 15.6 inch flagship notebook laptop computer (amd dual-core a6-9220 apu 2.5ghz 4gb ddr4 ram 512gb ssd usb 3.1 wifi bluetooth hd webcam super dvd burner windows 10) black,hp,hp,windows 10,2018 premium newest hp 15.6 inch flagship notebook laptop computer (amd dual-core a6-9220 apu 2.5ghz 4gb ddr4 ram 512gb ssd usb 3.1 wifi bluetooth hd webcam super dvd burner windows 10) black 
a2606,lenovo ideapad 15.6 inch hd laptop (intel dual-core celeron n3060 1.6 ghz processor 4gb ram 500gb hdd dvd rw bluetooth webcam wifi hdmi windows 10) black,lenovo,fba_80t7000hus,windows 10,lenovo ideapad 15.6 inch hd laptop (intel dual-core celeron n3060 1.6 ghz processor 4gb ram 500gb hdd dvd rw bluetooth webcam wifi hdmi windows 10) black fba_80t7000hus windows
a2607,vizio ct14-a0 14-inch thin light ultrabook laptop pc (1.80ghz intel core i3-3217u processor 4gb ram 128gb ssd windows 7 home premium) silver,vizio,ct14-a0,windows 7;,vizio ct14-a0 14-inch thin light ultrabook laptop pc (1.80ghz intel core i3-3217u processor 4gb ram 128gb ssd windows 7 home premium) silver vizio 7;
a2608,newest hp flagship high performance 11.6 inch hd touchscreen laptop pc intel celeron n3060 dual-core 4gb ram 16gb emmc wifi chrome os,hp,,chrome os,newest hp flagship high performance 11.6 inch hd touchscreen laptop pc intel celeron n3060 dual-core 4gb ram 16gb emmc wifi chrome os 
a2609,2018 flagship hp pavilion 14 wled hd premium business laptop - intel dual-core i5-7200u up to 3.1ghz 12gb ddr4 128gb ssd+1tb hdd b&o play 802.11ac bluetooth hdmi usb type-c backlit keyboard win 10,hp,hp pavilion,windows 10 home 64-bit,2018 flagship hp pavilion 14 wled hd premium business laptop - intel dual-core i5-7200u up to 3.1ghz 12gb ddr4 128gb ssd+1tb hdd b&o play 802.11ac bluetooth hdmi usb type-c backlit keyboard win 10 windows home 64-bit
a2610,hp 17.3-inch fhd (1920 x 1080) ips laptop 7th intel core i7-7500u 16gb ddr4 ram 2tb hdd amd r7 m440 graphics 4gb dvd hdmi bluetooth backlit keyboard windows 10-silver,hp,hp 17,windows,hp 17.3-inch fhd (1920 x 1080) ips laptop 7th intel core i7-7500u 16gb ddr4 ram 2tb hdd amd r7 m440 graphics 4gb dvd hdmi bluetooth backlit keyboard windows 10-silver 
a2611,alldocube/cube 2 in 1 laptop i7-t plus 11.6 inch 1920 x 1080 hd touchscreen notebook (intel atom x5-z8350 2gb ram 32gb rom windows 10 home 64 support hdmi output black (keyboard included),alldocube,i7-tplus2,windows 10,alldocube/cube 2 in 1 laptop i7-t plus 11.6 inch 1920 x 1080 hd touchscreen notebook (intel atom x5-z8350 2gb ram 32gb rom windows 10 home 64 support hdmi output black (keyboard included) i7-tplus2
a2612,2017 newest acer premium business flagship chromebook pc 15.6 fhd 1920x1080p display intel celeron processor 4gb ram 16gb emmc hard drive 802.11ac hdmi webcam bluetooth 9 hour battery chrome os-white,acer,,chrome os,2017 newest acer premium business flagship chromebook pc 15.6 fhd 1920x1080p display intel celeron processor 4gb ram 16gb emmc hard drive 802.11ac hdmi webcam bluetooth 9 hour battery chrome os-white 
a2613,2018 lenovo flagship high performance ideapad 320 15.6 inches laptop (1366x768) with 3x faster wifi intel celeron dual core n3350 processor 2.40ghz intel hd graphics 500 4gb ram 1tb hddwindows 10,lenovo flagship,,windows 10,2018 lenovo flagship high performance ideapad 320 15.6 inches laptop (1366x768) with 3x faster wifi intel celeron dual core n3350 processor 2.40ghz intel hd graphics 500 4gb ram 1tb hddwindows 10 
a2614,2017 hp 14 hd sva brightview backlit screen premium high performance chromebook intel celeron processor 4gb ram 16gb ssd wifi bluetooth hdmi webcam usb 3.0 chrome os,hp,hp 14 chromebook,chrome os,2017 hp 14 hd sva brightview backlit screen premium high performance chromebook intel celeron processor 4gb ram 16gb ssd wifi bluetooth hdmi webcam usb 3.0 chrome os hp chromebook
a2615,hp 14 hd high performance laptop pc with intel dual core 1.6 ghz 2gb ram 32gb ssd hdmi webcam usb 3.0 windows 10 (blue),hp,b01945w98c,windows 10 home,hp 14 hd high performance laptop pc with intel dual core 1.6 ghz 2gb ram 32gb ssd hdmi webcam usb 3.0 windows 10 (blue) b01945w98c home
a2616,prostar clevo pa71hs-g 17.3” full hd ips matte display gaming laptop with g-sync intel core i7-7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar,pa71hs-g,windows 10,prostar clevo pa71hs-g 17.3” full hd ips matte display gaming laptop with g-sync intel core i7-7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar
a2617,asus c300sa-ds02-rd chromebook 13.3 hd with 16gb storage & 4gb ram (red),asus,c300sa-ds02-rd,chrome,asus c300sa-ds02-rd chromebook 13.3 hd with 16gb storage & 4gb ram (red) asus
a2618,2018 newest lenovo flagship laptop 17.3 (1600 x 900) display intel core i5-7200 processor 8gb ddr4 memory 1tb hard drive windows 10 platinum gray,lenovo laptop flagship,,windows 10,2018 newest lenovo flagship laptop 17.3 (1600 x 900) display intel core i5-7200 processor 8gb ddr4 memory 1tb hard drive windows 10 platinum gray laptop
a2619,dell latitude e5570 business laptop intel i7-6600u 8gb ddr4 500gb hdd amd radeon r7 m360 2gb graphics win 10 pro,dell,,windows 10 professional,dell latitude e5570 business laptop intel i7-6600u 8gb ddr4 500gb hdd amd radeon r7 m360 2gb graphics win 10 pro windows professional
a2620,msi ge72mvr apache pro-001 17.3 inch intel core i7-7700hq 2.8ghz/ 16gb ddr4/ 1tb hdd + 256gb ssd,msi,ge72mvr001,microsoft windows 10,msi ge72mvr apache pro-001 17.3 inch intel core i7-7700hq 2.8ghz/ 16gb ddr4/ 1tb hdd + 256gb ssd ge72mvr001 microsoft windows 10
a2621,dell inspiron 15.6-inch hd touchscreen laptop pc (2018 model) intel i5-7200u 2.5ghz 8gb ram 2tb hdd dvd +/- rw intel hd graphics 620 maxxaudio bluetooth hdmi wifi windows 10,dell,,windows 10,dell inspiron 15.6-inch hd touchscreen laptop pc (2018 model) intel i5-7200u 2.5ghz 8gb ram 2tb hdd dvd +/- rw intel hd graphics 620 maxxaudio bluetooth hdmi wifi windows 10 
a2622,acer chromebook 15 c910-c37p 15.6-inch chromebook (1.5 ghz intel celeron 3205u dual-core processor 4gb memory 32gb ssd chrome os),acer,c910-c37p,chrome os,acer chromebook 15 c910-c37p 15.6-inch chromebook (1.5 ghz intel celeron 3205u dual-core processor 4gb memory 32gb ssd chrome os) 
a2623,lenovo thinkpad p51 mobile workstation laptop - windows 10 pro - intel xeon e3-1505m 64gb ram 4tb ssd 15.6 uhd 4k 3840x2160 display nvidia quadro m2200m 4gb gpu secure smart card reader,lenovo,thinkpad p51,windows 10 pro,lenovo thinkpad p51 mobile workstation laptop - windows 10 pro - intel xeon e3-1505m 64gb ram 4tb ssd 15.6 uhd 4k 3840x2160 display nvidia quadro m2200m 4gb gpu secure smart card reader thinkpad
a2624,dell inspiron 15 7000 series i7537t-1122slv 15-inch touchscreen laptop (intel core i5 processor 6gb ram),dell,i7537t-1122slv,windows 8,dell inspiron 15 7000 series i7537t-1122slv 15-inch touchscreen laptop (intel core i5 processor 6gb ram) windows 8
a2625,hp pavilion 17.3 inch hd+ business laptop (intel core i5-7200u 8gb ddr4 ram 128g ssd + 1tb hdd bluetooth hdmi no dvd driver windows 10),hp,001615-8g1thdd+128gssd,windows 10,hp pavilion 17.3 inch hd+ business laptop (intel core i5-7200u 8gb ddr4 ram 128g ssd + 1tb hdd bluetooth hdmi no dvd driver windows 10) hp 001615-8g1thdd+128gssd
a2626,dell xps 13 9360 13.3 laptop 7th gen intel core i5-7200u 8gb ram 256gb nvme ssd machined aluminum display silver win 10,,9360-6010,,dell xps 13 9360 13.3 laptop 7th gen intel core i5-7200u 8gb ram 256gb nvme ssd machined aluminum display silver win 10 9360-6010
a2627,2018 acer 15.6 inch flagship notebook laptop computer (intel core i3-7100u 2.4ghz 4gb ram 128gb ssd intel hd graphics 620 wifi sd card reader hdmi hd webcam windows 10),acer,acer,windows 10,2018 acer 15.6 inch flagship notebook laptop computer (intel core i3-7100u 2.4ghz 4gb ram 128gb ssd intel hd graphics 620 wifi sd card reader hdmi hd webcam windows 10) 
a2628,acer aspire v 17 nitro black edition intel i7 nvidia geforce gtx1060 17.3” full hd tobii eye tracking.16gb ddr4 512gb ssd vn7-793g-758j,acer,vn7-793g-758j,windows 10,acer aspire v 17 nitro black edition intel i7 nvidia geforce gtx1060 17.3” full hd tobii eye tracking.16gb ddr4 512gb ssd vn7-793g-758j windows
a2629,precision 3510 i5-64400 non,,24m27,,precision 3510 i5-64400 non 24m27
a2630,lenovo tp e475 ap/2.3 2c 14 4gb 500gb 1yr w10p 20h40006us,lenovo,20h40006us,unknown,lenovo tp e475 ap/2.3 2c 14 4gb 500gb 1yr w10p 20h40006us unknown
a2631,lenovo thinkpad x1 carbon touch 3rd generation - 20bs003eus: intel i7-5600u processor 14-inch wqhd multi-touch screen 8gb ram 256gb ssd opal2 windows 8.1 pro 64-bit,lenovo,20bs003eus,windows 8,lenovo thinkpad x1 carbon touch 3rd generation - 20bs003eus: intel i7-5600u processor 14-inch wqhd multi-touch screen 8gb ram 256gb ssd opal2 windows 8.1 pro 64-bit 
a2632,lenovo 20j10046us tp 13 cel/1.8 4gb 128gb ssd cam bt w10p,,20j10046us,windows 10 pro,lenovo 20j10046us tp 13 cel/1.8 4gb 128gb ssd cam bt w10p windows pro
a2633,cuk hp omen 17 gamer vr laptop (nvidia gtx 1070 8gb intel i7-7700hq 16gb ram 256gb pcie ssd + 1tb hdd) - best 17.3 full hd ips 120hz - vr ready gaming with windows 10 notebook computer,computer upgrade king,lt-hp-0552-cuk-002,windows 10 home x64-bit,cuk hp omen 17 gamer vr laptop (nvidia gtx 1070 8gb intel i7-7700hq 16gb ram 256gb pcie ssd + 1tb hdd) - best 17.3 full hd ips 120hz - vr ready gaming with windows 10 notebook computer upgrade king lt-hp-0552-cuk-002 home x64-bit
a2634,hp probook 450 g5 15.6 touchscreen lcd notebook - intel core i5 (8th gen) i5-8250u quad-core (4 core) 1.60 ghz - 8 gb ddr4 sdra (2ta30ut),hp,2ta30ut,unknown,hp probook 450 g5 15.6 touchscreen lcd notebook - intel core i5 (8th gen) i5-8250u quad-core (4 core) 1.60 ghz - 8 gb ddr4 sdra (2ta30ut) unknown
a2635,asus g751jt 17-inch gaming laptop [2014 model],asus,g751jt-db73,windows 8,asus g751jt 17-inch gaming laptop [2014 model] asus g751jt-db73 windows 8
a2636,hp envy 15t high performance laptop pc with full hd touchscreen ( intel i7 processor 16gb ram 1tb hdd + 1tb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10),hp,hp envy 15t fhd touch,,hp envy 15t high performance laptop pc with full hd touchscreen ( intel i7 processor 16gb ram 1tb hdd + 1tb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10) hp
